,Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference,Average Score Difference White
382,9,white,f5f6,19998.0,Rg3,19996.75,1.25,-51.649
383,9,white,f1c4,19998.0,Rg8+,19998.0,0.0,-51.649
384,9,white,f1c4,19999.0,Rg2,19997.15,1.8499999999985448,-51.649
385,9,white,g2g8,19998.0,Rg8+,19998.0,0.0,-51.649
386,9,white,f1c4,19999.0,Rg2,19997.5,1.5,-51.649
387,9,white,f1c4,19998.0,Rg8+,17151.7,2846.2999999999993,-51.649
388,9,white,f1c4,19999.0,Rg3,19997.4,1.5999999999985448,-51.649
389,9,white,g3g8,19998.0,Rg8+,19998.0,0.0,-51.649
390,9,white,f1c4,19999.0,Rg2,19997.3,1.7000000000007276,-51.649
391,9,white,f1c4,19999.0,Rg3,19997.0,2.0,-51.649
392,9,white,f5f6,19998.0,Rg8+,19998.0,0.0,-51.649
393,10,white,e2e4,32.0,e4,32.25,-0.25,339.237
394,10,white,g1f3,31.6,Nf3,32.5,-0.8999999999999986,339.237
395,10,white,f1c4,15.2,Nxe5,-141.2,156.39999999999998,339.237
396,10,white,b1c3,-305.8,Nc3,-305.55,-0.25,339.237
397,10,white,d1f3,272.3,Ke2,-85.25,357.55,339.237
398,10,white,e2e1,-342.3,a4,-358.35,16.05000000000001,339.237
399,10,white,e2e1,-339.1,Nd5,-376.85,37.75,339.237
400,10,white,d2d4,-324.1,Nxe7,-371.85,47.75,339.237
401,10,white,e7c8,273.8,Ng6,23.55,250.25,339.237
402,10,white,h1g1,79.5,Rxg1,77.0,2.5,339.237
403,10,white,g6e5,502.5,Nxe5,496.9,5.600000000000023,339.237
404,10,white,e2e1,612.4,Nxf7,459.9,152.5,339.237
405,10,white,d1e1,310.1,Ke1,280.85,29.25,339.237
406,10,white,d2d4,333.3,Ke2,10167.15,-9833.85,339.237
407,10,white,d2d3,242.5,Ke1,228.2,14.300000000000011,339.237
408,10,white,d1h5,324.1,Ke2,10162.55,-9838.45,339.237
409,10,white,e2f2,526.8,Ke1,28.55,498.24999999999994,339.237
410,10,white,e1f2,486.4,Rh1,137.75,348.65,339.237
411,10,white,d2d3,443.4,Rg1,30.05,413.35,339.237
412,10,white,d2e3,897.6,Be2,242.6,655.0,339.237
413,10,white,e1f2,381.4,Rh1,-10.5,391.9,339.237
414,10,white,d1e2,314.9,Qxe2+,312.45,2.4499999999999886,339.237
415,10,white,e2f2,880.5,Qe8+,622.4,258.1,339.237
416,10,white,e8f8,853.1,Qe4,809.15,43.950000000000045,339.237
417,10,white,h1f1,19994.5,Ke2,10328.55,9665.95,339.237
418,10,white,e2f2,989.8,Kd1,876.15,113.64999999999998,339.237
419,10,white,c1d2,1116.8,Bxd2,1113.3,3.5,339.237
420,10,white,h1f1,19998.0,Qe8,10225.1,9772.9,339.237
421,10,white,d2c3,19991.0,Qf8+,10249.2,9741.8,339.237
422,10,white,h1f1,520.3,Bxh6,503.85,16.449999999999932,339.237
423,10,white,g2f3,668.7,Kd2,632.4,36.30000000000007,339.237
424,10,white,h1f1,837.0,Bxg7+,701.4,135.60000000000002,339.237
425,10,white,g2f3,559.4,Ke1,308.7,250.7,339.237
426,10,white,a1a3,57.2,Rg1,-414.0,471.2,339.237
427,10,white,g1g2,502.9,Rxg2,504.7,-1.8000000000000114,339.237
428,10,white,a1d1,868.3,Rg8,758.95,109.34999999999992,339.237
429,10,white,g8g3,644.5,Rd1,472.25,172.25,339.237
430,10,white,g8g5,270.8,h3,-125.35,396.15,339.237
431,10,white,g8g5,359.0,Rh8,358.95,0.0500000000000113,339.237
432,10,white,h8h7,441.4,Rxh7,445.85,-4.4500000000000455,339.237
433,10,white,h7h5,660.8,Rh6,537.95,122.84999999999992,339.237
434,10,white,a4b5,503.1,Rf6+,-49.7,552.8000000000001,339.237
435,10,white,e1f2,-609.7,axb5,-618.15,8.449999999999932,339.237
436,10,white,b5a6,-449.6,Kf1,-563.85,114.25,339.237
437,10,white,b5a6,-459.4,Kf2,-490.95,31.55000000000001,339.237
438,10,white,b5b6,608.3,Kg3,51.0,557.3,339.237
439,10,white,b5b6,639.7,Kxf3,62.1,577.6,339.237
440,10,white,h3h4,-529.1,Kg2,-536.3,7.199999999999932,339.237
441,10,white,g2f2,-544.6,h4+,-651.25,106.64999999999998,339.237
442,10,white,g2f3,-548.1,Kf3,-543.85,-4.25,339.237
443,11,white,e2e4,29.9,e4,31.1,-1.2000000000000028,137.207
444,11,white,g1f3,26.2,Nf3,25.8,0.3999999999999986,137.207
445,11,white,f1b5,28.1,Nxe5,-136.25,164.35,137.207
446,11,white,d2d4,-292.3,Nc3,-300.0,7.699999999999989,137.207
447,11,white,d1f3,254.8,Qxf3,256.0,-1.1999999999999886,137.207
448,11,white,f1c4,316.2,Qxf7+,-135.95,452.15,137.207
449,11,white,f1c4,-587.4,Nd5,-624.45,37.05000000000007,137.207
450,11,white,d5e7,-658.2,Nxe7,-663.4,5.199999999999932,137.207
451,11,white,e7c8,-432.3,Nxc8,-433.85,1.5500000000000114,137.207
452,11,white,f1c4,-389.0,Rg1,-483.1,94.10000000000002,137.207
453,11,white,f1c4,-535.1,Bd3,-569.95,34.85000000000002,137.207
454,11,white,d3c4,-467.2,Bc4+,-464.8,-2.3999999999999773,137.207
455,11,white,e4f5,-369.7,Bd3,-509.2,139.5,137.207
456,11,white,e4f5,-359.5,Bc4,-463.5,104.0,137.207
457,11,white,e4f5,-340.6,Bd3,-490.05,149.45,137.207
458,11,white,e4f5,-363.4,g4,-494.1,130.70000000000005,137.207
459,11,white,g4f5,-283.3,Bb5,-446.85,163.55,137.207
460,11,white,g4f5,-501.5,Bxd7,-569.95,68.45000000000005,137.207
461,11,white,g4f5,-57.8,f3,-355.65,297.84999999999997,137.207
462,11,white,g4f5,-114.0,Bb5,-380.35,266.35,137.207
463,11,white,g4f5,-419.5,Bxd7,-536.05,116.54999999999995,137.207
464,11,white,g4f5,-109.6,f4,-378.6,269.0,137.207
465,11,white,e4f5,-300.1,h3,-467.65,167.54999999999995,137.207
466,11,white,e4f5,-258.2,h4,-452.55,194.35,137.207
467,11,white,g4f5,-307.9,e5,-442.25,134.35000000000002,137.207
468,11,white,d7f5,-172.8,Bxf5,-173.2,0.3999999999999772,137.207
469,11,white,a2b3,997.8,g5,500.65,497.15,137.207
470,11,white,a2b3,965.9,Bxd7,331.9,634.0,137.207
471,11,white,e5e6,-73.1,e6,-73.65,0.5500000000000114,137.207
472,11,white,d7e6,854.6,Kf2,139.0,715.6,137.207
473,11,white,g1e1,882.3,Kf3,122.0,760.3,137.207
474,11,white,d7e8,692.2,Bxe8,692.15,0.0500000000000682,137.207
475,11,white,e8b5,894.0,Kg4,773.9,120.10000000000002,137.207
476,11,white,e8b5,859.1,Bd7,750.85,108.25,137.207
477,11,white,d7e6,901.0,Bf5,781.9,119.10000000000002,137.207
478,11,white,g4f3,914.0,Bd7,775.55,138.45000000000005,137.207
479,11,white,d7e6,901.0,Bf5,783.75,117.25,137.207
480,11,white,g4f5,874.7,Kg3,748.4,126.30000000000008,137.207
481,11,white,b2b3,671.1,Rg2,638.3,32.80000000000007,137.207
482,11,white,g3f4,818.2,Rf2,702.05,116.15000000000008,137.207
483,11,white,f2f4,907.0,Rxf4+,907.05,-0.0499999999999545,137.207
484,11,white,d2d3,913.7,Rf8+,748.25,165.45000000000005,137.207
485,11,white,b2b3,578.0,Kg4,566.25,11.75,137.207
486,11,white,g4h5,643.9,Kf3,610.5,33.39999999999998,137.207
487,11,white,f3e2,584.3,Ke2,581.95,2.349999999999909,137.207
488,11,white,d2d3,611.8,Kf2,591.7,20.09999999999991,137.207
489,11,white,d2d3,598.3,Kg3,573.3,25.0,137.207
490,11,white,d2d3,570.1,Kf4,512.05,58.05000000000007,137.207
491,11,white,d2c3,543.6,dxc3,541.1,2.5,137.207
492,11,white,f4f5,745.7,Bd2,684.55,61.15000000000009,137.207
493,12,white,e2e4,29.5,e4,30.65,-1.1499999999999986,88.817
494,12,white,g1f3,32.4,Nf3,28.4,4.0,88.817
495,12,white,f1b5,37.4,Nxe5,-130.65,168.05,88.817
496,12,white,b1c3,-306.5,Nc3,-305.85,-0.6499999999999773,88.817
497,12,white,b2a3,215.8,Nd5,-28.8,244.6,88.817
498,12,white,b2a3,55.1,Nxe7,-155.2,210.3,88.817
499,12,white,e7g8,581.1,Nxc6,285.55,295.55,88.817
500,12,white,b2a3,116.0,Bb5,-95.7,211.7,88.817
501,12,white,b2a3,-18.7,Bxc6,-241.4,222.7,88.817
502,12,white,c6b5,0.8,Bxd7+,-206.55,207.35,88.817
503,12,white,e1g1,-446.8,Qe2,-441.75,-5.050000000000011,88.817
504,12,white,d2d4,-402.3,Qd1,-589.55,187.24999999999991,88.817
505,12,white,d2d3,-435.7,Rg1,-615.6,179.90000000000003,88.817
506,12,white,d2d3,-523.8,a4,-666.85,143.05000000000007,88.817
507,12,white,d2d3,-489.0,Qf3,-496.2,7.199999999999989,88.817
508,12,white,f3g4,-353.8,Qxf7+,-629.9,276.09999999999997,88.817
509,12,white,f7g8,507.5,Qxg8+,502.4,5.100000000000023,88.817
510,12,white,g8f8,855.5,Qxf8+,854.35,1.1499999999999773,88.817
511,12,white,a1a3,857.0,Qh8,828.15,28.850000000000023,88.817
512,12,white,f2g3,1205.8,Qxe8+,1097.1,108.70000000000005,88.817
513,12,white,f2g3,963.6,Rh1,283.35,680.25,88.817
514,12,white,c2d3,914.6,Rg1,349.0,565.6,88.817
515,12,white,e1e2,990.8,Kxe2,992.3,-1.5,88.817
516,12,white,d2d3,1004.2,Kf3,994.45,9.75,88.817
517,12,white,d2d4,1000.3,Rh1,984.9,15.399999999999975,88.817
518,12,white,d2d4,987.1,Ke3,975.35,11.75,88.817
519,12,white,b2b3,987.1,Kf4,970.1,17.0,88.817
520,12,white,f4e3,957.1,Kg3,948.2,8.899999999999977,88.817
521,12,white,g3f3,958.7,d4,956.1,2.6000000000000227,88.817
522,12,white,g3f3,959.3,Kf3,960.85,-1.5500000000000682,88.817
523,12,white,c1g5,993.1,Rg1,984.1,9.0,88.817
524,12,white,c1g5,998.0,Kf4,970.8,27.200000000000045,88.817
525,12,white,f4e3,966.3,Kf3,968.7,-2.400000000000091,88.817
526,12,white,f3e2,974.5,Bh6,896.55,77.95000000000005,88.817
527,12,white,f3e3,813.2,Kf4,809.6,3.6000000000000227,88.817
528,12,white,e4e5,823.6,Rh1,809.6,14.0,88.817
529,12,white,e4e5,822.7,h3,818.85,3.8500000000000223,88.817
530,12,white,f4e3,821.8,Rh2,807.25,14.549999999999956,88.817
531,12,white,f4e3,815.2,Rg1,745.2,70.0,88.817
532,12,white,f4e3,831.3,b4,740.1,91.19999999999992,88.817
533,12,white,e4d5,979.0,Rhh1,839.3,139.70000000000005,88.817
534,12,white,f4e3,835.8,g3,827.1,8.699999999999932,88.817
535,12,white,e4e5,824.2,Rh2,794.95,29.25,88.817
536,12,white,e4e5,814.3,c3,798.5,15.799999999999956,88.817
537,12,white,e4e5,827.6,f3,790.4,37.200000000000045,88.817
538,12,white,g3h4,834.9,Rhh1,811.6,23.299999999999955,88.817
539,12,white,e4e5,850.3,Rg2,829.7,20.59999999999991,88.817
540,12,white,g3h4,853.5,e5+,845.45,8.049999999999955,88.817
541,12,white,f4e4,865.4,Kg4,823.4,42.0,88.817
542,12,white,g4f4,792.7,e6,788.3,4.400000000000091,88.817
543,13,white,e2e4,33.5,e4,32.15,1.3500000000000014,-1303.527
544,13,white,g1f3,33.5,Nf3,29.25,4.25,-1303.527
545,13,white,f1b5,28.5,Ng5,-214.65,243.15,-1303.527
546,13,white,g5f3,-58.9,Nh3,-108.9,50.00000000000001,-1303.527
547,13,white,b1c3,-51.0,Bb5,-292.1,241.1,-1303.527
548,13,white,b5c4,-51.2,Bxc6,-75.0,23.799999999999997,-1303.527
549,13,white,c1d2,474.4,Ke2,115.9,358.5,-1303.527
550,13,white,d1d2,414.3,Bxd7+,371.65,42.650000000000034,-1303.527
551,13,white,d1d2,372.7,Nf4,-65.0,437.7,-1303.527
552,13,white,e2e1,186.1,Nh5,-50.35,236.45,-1303.527
553,13,white,e2e1,133.3,Nxf6+,-18.75,152.05,-1303.527
554,13,white,d1e1,-166.5,Qd2,-515.4,348.9,-1303.527
555,13,white,e2e1,-72.6,Qd6,-483.3,410.7000000000001,-1303.527
556,13,white,e2e1,-883.5,Kf3,9559.25,-10442.75,-1303.527
557,13,white,h1e1,3058.9,Rg1,11530.45,-8471.550000000001,-1303.527
558,13,white,g1e1,-966.0,Kg3,9519.5,-10485.5,-1303.527
559,13,white,g1e1,17913.1,Rh1,18958.6,-1045.5,-1303.527
560,13,white,h2h3,15778.9,Rg1,17891.95,-2113.050000000001,-1303.527
561,13,white,g1e1,15789.0,Rh1,17897.0,-2108.0,-1303.527
562,13,white,c1d2,20006.6,Rg1,20005.75,0.8499999999985448,-1303.527
563,13,white,g1e1,15757.3,Kh3,17880.25,-2122.9500000000007,-1303.527
564,13,white,g1e1,5191.1,Nc3,12598.55,-7407.449999999999,-1303.527
565,13,white,g1e1,-1078.5,Nd5,9463.75,-10542.25,-1303.527
566,13,white,g1e1,-920.4,Nf4,9541.8,-10462.2,-1303.527
567,13,white,f4d5,20007.0,Nh5,20005.5,1.5,-1303.527
568,13,white,h3g3,-1017.0,c4,9494.2,-10511.2,-1303.527
569,13,white,g2g4,-1219.3,g4,-1239.35,20.049999999999955,-1303.527
570,13,white,h5f6,5181.2,Rxd1,2041.9,3139.2999999999997,-1303.527
571,13,white,c4d5,-379.0,Ng7+,-550.15,171.14999999999998,-1303.527
572,13,white,c4d5,-861.2,Rxd5,-839.25,-21.950000000000045,-1303.527
573,13,white,c1e3,-784.3,Rd8+,-860.1,75.80000000000007,-1303.527
574,13,white,d8d5,-816.2,Rd5,-822.65,6.449999999999932,-1303.527
575,13,white,d5d6,-375.7,Rxd6,-377.6,1.900000000000034,-1303.527
576,13,white,d6g6,754.6,Rd8,140.9,613.7,-1303.527
577,13,white,d8d6,281.7,Rd7+,-133.05,414.75,-1303.527
578,13,white,d7d6,729.4,Rd8+,109.35,620.05,-1303.527
579,13,white,c1e3,-514.0,Bxg5,-623.5,109.5,-1303.527
580,13,white,a1f1,-526.7,Kh4,-580.15,53.44999999999993,-1303.527
581,13,white,g5d8,433.7,Bxd8,433.65,0.0500000000000113,-1303.527
582,13,white,d8b6,468.2,Bf6,437.2,31.0,-1303.527
583,13,white,f6e5,512.2,Bh8,471.55,40.650000000000034,-1303.527
584,13,white,a1e1,753.8,Bh8xg7+,619.25,134.54999999999995,-1303.527
585,13,white,a1e1,551.4,Bh6,422.15,129.25,-1303.527
586,13,white,a1e1,746.2,a4,458.4,287.80000000000007,-1303.527
587,13,white,a1e1,776.0,h3,518.1,257.9,-1303.527
588,13,white,a1e1,743.4,b4,375.4,368.0,-1303.527
589,13,white,a4b5,335.2,g5,165.1,170.1,-1303.527
590,13,white,a4b5,424.7,Bg7,-2.0,426.7,-1303.527
591,13,white,g7e5,443.1,Bh8,28.65,414.4500000000001,-1303.527
592,13,white,a4b5,537.0,Kg3,18.5,518.5,-1303.527
593,14,white,e2e4,30.9,e4,31.4,-0.5,-364.032
594,14,white,g1f3,32.0,Nf3,30.55,1.4499999999999993,-364.032
595,14,white,f1b5,29.6,Nxe5,-134.8,164.4,-364.032
596,14,white,d2d4,-298.1,Nc3,-301.25,3.1499999999999773,-364.032
597,14,white,b2a3,222.6,f3,-32.9,255.5,-364.032
598,14,white,b2a3,186.4,b3,-76.85,263.25,-364.032
599,14,white,c1a3,210.3,h3,-140.8,351.1,-364.032
600,14,white,c3d5,149.3,f4,-405.9,555.2,-364.032
601,14,white,f4g5,679.1,Nxd5,444.7,234.40000000000003,-364.032
602,14,white,h3g4,924.9,Ne7,379.75,545.15,-364.032
603,14,white,c1a3,46.5,Nxc8,-103.8,150.3,-364.032
604,14,white,c1a3,0.0,Qe2,-80.75,80.75,-364.032
605,14,white,e2f3,509.7,Kd1,202.85,306.85,-364.032
606,14,white,e4f5,1005.0,Qe1,241.3,763.7,-364.032
607,14,white,e4f5,729.7,Rh2,92.45,637.25,-364.032
608,14,white,h3g4,715.7,g3,175.25,540.45,-364.032
609,14,white,h3g4,604.2,Rg2,318.9,285.30000000000007,-364.032
610,14,white,e1e3,567.3,d3,167.8,399.49999999999994,-364.032
611,14,white,e1e3,49.0,Rh2,-368.9,417.9,-364.032
612,14,white,e1f2,-247.8,Qe2,-341.95,94.14999999999998,-364.032
613,14,white,e2f3,507.4,Qf2,120.0,387.4,-364.032
614,14,white,f2f3,479.5,Qg1,-174.6,654.1,-364.032
615,14,white,g1f2,-286.5,Bg5,-578.85,292.35,-364.032
616,14,white,g5f6,390.7,Bh6,-382.65,773.3499999999999,-364.032
617,14,white,e4e5,-628.8,Rf2,9689.1,-10317.9,-364.032
618,14,white,a1b1,-857.2,Bxg7,-936.05,78.84999999999991,-364.032
619,14,white,g7f6,589.2,Bxd3,-114.95,704.1500000000001,-364.032
620,14,white,f2f3,238.3,Bxh8,-169.85,408.15,-364.032
621,14,white,f2f3,789.5,Bg7,104.85,684.65,-364.032
622,14,white,f2f3,535.4,Bh8,-15.45,550.85,-364.032
623,14,white,f2f3,648.1,Bb5,10.85,637.25,-364.032
624,14,white,g1f1,527.6,Bc6,-66.45,594.0500000000001,-364.032
625,14,white,g1f1,-165.8,Bxd7+,-156.25,-9.550000000000011,-364.032
626,14,white,g1f1,312.1,Bc8,-271.9,584.0,-364.032
627,14,white,g1f1,-783.9,cxb3,-937.1,153.20000000000005,-364.032
628,14,white,a1c1,-43.0,Rxc1,-42.75,-0.25,-364.032
629,14,white,h8e5,1041.5,Bg7+,859.5,182.0,-364.032
630,14,white,g7e5,8652.3,Bh8,4130.45,4521.849999999999,-364.032
631,14,white,h8d4,1135.5,Rd2,10568.25,-9432.75,-364.032
632,14,white,d2d8,19995.0,Bg7,19998.0,-3.0,-364.032
633,14,white,g7f6,-303.0,Bh8,-569.15,266.15,-364.032
634,14,white,g1c5,166.8,Bg7,-217.65,384.4500000000001,-364.032
635,14,white,g1a7,865.4,Bh8,6222.05,-5356.650000000001,-364.032
636,14,white,g1c5,18089.2,Rc2,19046.1,-956.8999999999978,-364.032
637,14,white,d1e2,20002.0,Ke2,20002.0,0.0,-364.032
638,14,white,c2c8,-502.8,g4,9749.6,-10252.4,-364.032
639,14,white,c2c8,-750.2,b4,-795.55,45.34999999999991,-364.032
640,14,white,e2d3,-807.7,Kd1,-848.5,40.799999999999955,-364.032
641,14,white,d1d2,-846.4,Ke2,-847.25,0.8500000000000227,-364.032
642,14,white,b4a5,-491.6,Bg7+,-626.35,134.75,-364.032
643,15,white,e2e4,32.5,e4,30.55,1.9499999999999993,173.18
644,15,white,g1f3,30.2,Nf3,32.75,-2.5500000000000007,173.18
645,15,white,f1b5,38.1,Nxe5,-128.95,167.04999999999998,173.18
646,15,white,d2d4,-298.4,Nc3,-301.3,2.900000000000034,173.18
647,15,white,d1f3,257.5,Qxf3,260.95,-3.4499999999999886,173.18
648,15,white,f1c4,363.6,Qxf7+,-113.85,477.4500000000001,173.18
649,15,white,f1c4,-589.3,b3,-580.65,-8.649999999999977,173.18
650,15,white,c1b2,-508.4,Rg1,-563.35,54.950000000000045,173.18
651,15,white,f1c4,-559.8,Na4,-623.05,63.25,173.18
652,15,white,c1b2,-660.0,Nb6,-754.65,94.64999999999998,173.18
653,15,white,b6a8,-506.7,Nxc8,-546.7,40.00000000000006,173.18
654,15,white,f1c4,-557.5,Rh1,-589.5,32.0,173.18
655,15,white,c1b2,-626.2,Rg1,-692.45,66.25,173.18
656,15,white,c1b2,-589.4,Rh1,-614.2,24.800000000000068,173.18
657,15,white,h2h4,-577.2,g4,-608.7,31.5,173.18
658,15,white,h2h4,-559.0,Bh3,-605.3,46.299999999999955,173.18
659,15,white,c1b2,-601.6,Bg2,-617.25,15.649999999999975,173.18
660,15,white,h2h4,-556.2,Bh3,-614.8,58.59999999999991,173.18
661,15,white,c1b2,-593.5,Bg2,-616.9,23.399999999999977,173.18
662,15,white,a2b3,321.6,Bh3,-261.8,583.4000000000001,173.18
663,15,white,a2b3,288.8,Bg2,-221.65,510.4500000000001,173.18
664,15,white,a2b3,316.1,Bh3,-213.0,529.1,173.18
665,15,white,a2b3,153.2,Bg2,-282.2,435.4,173.18
666,15,white,a2b3,237.0,Bh3,-289.2,526.2,173.18
667,15,white,c2d3,28.0,Bg2,-353.25,381.25,173.18
668,15,white,c2d3,224.1,Bh3,-413.55,637.65,173.18
669,15,white,e1e2,218.6,Kxe2,223.85,-5.25,173.18
670,15,white,c1b2,606.7,Bg2,425.65,181.05000000000007,173.18
671,15,white,a1b1,344.3,Bh3,249.75,94.55,173.18
672,15,white,a2a4,212.0,Bg2,205.6,6.400000000000006,173.18
673,15,white,e4d5,445.8,Bh3,278.35,167.45,173.18
674,15,white,e4d5,279.6,Bg2,208.65,70.95000000000002,173.18
675,15,white,e4d5,347.0,Bh3,228.35,118.65,173.18
676,15,white,e2d1,164.6,Ke1,-82.8,247.4,173.18
677,15,white,e1d1,213.3,Bg2,-26.15,239.45,173.18
678,15,white,e1d1,277.8,Bh3,-26.4,304.2,173.18
679,15,white,e1e2,40.9,Kd1,43.3,-2.3999999999999986,173.18
680,15,white,c1d2,454.0,Bg2,218.6,235.4,173.18
681,15,white,c1d2,492.2,Bh3,130.8,361.4,173.18
682,15,white,e4d5,499.1,a4,470.5,28.600000000000023,173.18
683,15,white,h3f1,455.0,Rxf1,455.5,-0.5,173.18
684,15,white,a4b5,504.6,Bg2,494.9,9.700000000000044,173.18
685,15,white,a4b5,568.3,Bh1,515.65,52.64999999999998,173.18
686,15,white,d1e2,513.3,Bd2,286.9,226.4,173.18
687,15,white,d1e2,509.4,Rg1,263.3,246.09999999999997,173.18
688,15,white,d1e2,513.0,Bf3,242.2,270.8,173.18
689,15,white,d1d2,406.2,Kc1,156.45,249.75,173.18
690,15,white,c1c2,220.2,Kd1,-51.5,271.7,173.18
691,15,white,d1c2,14.0,Bxe4,-106.35,120.35,173.18
692,15,white,d1c2,503.3,Bh1,128.6,374.7000000000001,173.18
693,16,white,e2e4,32.8,e4,33.05,-0.25,138.946
694,16,white,g1f3,32.0,Nf3,33.4,-1.3999999999999986,138.946
695,16,white,f1b5,26.4,Nxe5,-135.15,161.55,138.946
696,16,white,b1c3,-303.7,Nc3,-303.8,0.1000000000000227,138.946
697,16,white,b2a3,217.9,f3,-34.1,252.0,138.946
698,16,white,b2a3,183.3,b3,-94.5,277.8,138.946
699,16,white,f3e4,-24.9,Nxe4,-25.3,0.4000000000000021,138.946
700,16,white,g2g3,1.6,Nf2,-70.25,71.85,138.946
701,16,white,c1a3,463.9,Bd3,133.3,330.59999999999997,138.946
702,16,white,c1a3,409.2,Be2,195.25,213.95,138.946
703,16,white,e1f2,598.5,Kxf2,601.6,-3.1000000000000227,138.946
704,16,white,c1a3,779.6,Kf1,686.8,92.80000000000008,138.946
705,16,white,c1a3,832.9,Bd3,731.05,101.85000000000002,138.946
706,16,white,d3b5,782.7,Be2,738.45,44.25,138.946
707,16,white,c1a3,817.3,Bd3,726.75,90.54999999999995,138.946
708,16,white,d3b5,775.3,h3,680.65,94.64999999999998,138.946
709,16,white,d3e4,702.6,Bf5,695.05,7.550000000000068,138.946
710,16,white,c1a3,809.2,Bd3,709.85,99.35000000000002,138.946
711,16,white,c1a3,713.9,Bh7,673.05,40.85000000000002,138.946
712,16,white,h7f5,839.4,Bxg8,787.85,51.549999999999955,138.946
713,16,white,c1a3,884.2,Bh7,832.55,51.65000000000009,138.946
714,16,white,h3g4,1013.0,Bg8,913.35,99.64999999999998,138.946
715,16,white,g2f3,811.7,Bh7,745.7,66.0,138.946
716,16,white,d1f3,923.9,Bg8,679.15,244.75,138.946
717,16,white,d1h5,1059.4,Bh7,874.8,184.60000000000016,138.946
718,16,white,d1e1,897.8,Qe2+,693.0,204.79999999999995,138.946
719,16,white,f1e2,491.5,Kf2,245.0,246.5,138.946
720,16,white,c1a3,538.3,Bg8,321.1,217.19999999999993,138.946
721,16,white,c1a3,523.5,Bh7,261.25,262.25,138.946
722,16,white,c1a3,488.4,Bg8,217.25,271.15,138.946
723,16,white,c1a3,488.6,Bh7,120.3,368.3,138.946
724,16,white,c1a3,544.0,Bg8,195.15,348.85,138.946
725,16,white,a1c1,-78.3,Bh7,-300.2,221.9,138.946
726,16,white,h1c1,155.6,a3,-182.9,338.5,138.946
727,16,white,a1c1,173.3,d3,-119.85,293.15,138.946
728,16,white,g2g4,-378.2,Bg8,-433.5,55.30000000000001,138.946
729,16,white,g8f7,-296.2,Bh7,-422.85,126.65000000000003,138.946
730,16,white,g2g4,-378.8,h4,-526.4,147.59999999999997,138.946
731,16,white,a1e1,-536.2,Bg8,-605.9,69.69999999999993,138.946
732,16,white,a1e1,-534.1,Bh7,-601.55,67.44999999999993,138.946
733,16,white,a1e1,-563.8,Rh3,-670.2,106.40000000000008,138.946
734,16,white,a1e1,-642.7,Bg8,-742.6,99.89999999999998,138.946
735,16,white,h3e3,-543.0,Bh7,-660.1,117.10000000000002,138.946
736,16,white,a1e1,-651.4,Rg3,-604.05,-47.35000000000002,138.946
737,16,white,a1e1,-520.4,Bg8,-544.05,23.649999999999977,138.946
738,16,white,g8f7,-157.9,Bh7,-355.4,197.49999999999997,138.946
739,16,white,a1e1,-523.6,Rh1,-544.0,20.399999999999977,138.946
740,16,white,g3g4,-39.5,Bg8,-306.8,267.3,138.946
741,16,white,g3e3,-88.1,Bh7,-337.9,249.8,138.946
742,16,white,g3e3,-184.7,Rxg6,-284.45,99.75,138.946
743,17,white,e2e4,32.8,e4,32.1,0.6999999999999957,-368.214
744,17,white,g1f3,29.0,Nf3,30.7,-1.6999999999999993,-368.214
745,17,white,f1b5,36.6,Nxe5,-131.05,167.65,-368.214
746,17,white,d2d4,-300.6,Nc3,-303.1,2.5,-368.214
747,17,white,d1f3,266.6,Ke2,-87.85,354.45000000000005,-368.214
748,17,white,e2e1,195.4,Nb5,51.2,144.2,-368.214
749,17,white,e2e1,181.0,Nxc7+,-49.2,230.2,-368.214
750,17,white,e2e1,-307.4,Rg1,-538.4,231.0,-368.214
751,17,white,e2e1,-467.3,Qxe1,-510.2,42.89999999999998,-368.214
752,17,white,e2d1,-237.6,Kf3,-336.9,99.29999999999998,-368.214
753,17,white,f3e2,736.1,Kg3,-99.85,835.95,-368.214
754,17,white,e1e4,525.8,d4,-232.45,758.25,-368.214
755,17,white,c1e3,692.8,Qxe3,672.05,20.75,-368.214
756,17,white,f2f3,688.0,Qe2,677.6,10.399999999999975,-368.214
757,17,white,f2f3,750.9,Qxe7+,492.8,258.09999999999997,-368.214
758,17,white,f1d3,369.2,Rb1,295.05,74.14999999999998,-368.214
759,17,white,f1d3,468.3,Kh4,334.65,133.65000000000003,-368.214
760,17,white,h4g3,215.9,Bxg5,-53.25,269.15,-368.214
761,17,white,b1e1,518.0,Kg4,88.25,429.75,-368.214
762,17,white,g4h5,-87.9,Kh3,-213.75,125.85,-368.214
763,17,white,b1e1,-341.5,Re1+,-339.9,-1.6000000000000227,-368.214
764,17,white,h3g3,-313.2,Re2,-432.05,118.85000000000002,-368.214
765,17,white,h3g3,-355.1,Re3,-425.2,70.09999999999997,-368.214
766,17,white,h3g3,-338.7,Re8+,-536.45,197.75000000000009,-368.214
767,17,white,e8e3,-448.0,Rxg8,-499.25,51.25,-368.214
768,17,white,g8g5,364.5,Rh8,0.15,364.35,-368.214
769,17,white,f1d3,385.2,Rg8,-76.15,461.35,-368.214
770,17,white,g8g5,285.0,Rh1,-138.8,423.8,-368.214
