,Game Number,Qwen Color,Best Move,Best Move Score,Qwen Move,Qwen Move Score,Score Difference,Average Score Difference Black
363,9,black,c6e4,-668.9,g6,-609.4,-59.5,-4888.802
364,9,black,c6e4,-691.3,Rh8,-615.7,-75.59999999999991,-4888.802
365,9,black,d6f4,-827.4,Rg8,-695.8,-131.60000000000002,-4888.802
366,9,black,c6e4,-672.3,g5,-650.3,-22.0,-4888.802
367,9,black,g8g5,-751.4,Rg6,-618.0,-133.39999999999998,-4888.802
368,9,black,g6h6,-772.4,Bxh2,-708.85,-63.549999999999955,-4888.802
369,9,black,c6e4,-880.1,Bxf5,-647.8,-232.30000000000007,-4888.802
370,9,black,c6e4,-884.4,Bf4,-605.75,-278.65,-4888.802
371,9,black,c6e4,-315.1,Kf6,43.55,-358.65000000000003,-4888.802
372,9,black,g6h6,-335.1,Rg8,14.15,-349.25,-4888.802
373,9,black,f6e5,-154.2,Kf7,-128.4,-25.799999999999983,-4888.802
374,9,black,c6h6,-465.9,Rh8,-285.3,-180.59999999999997,-4888.802
375,9,black,c6h6,-484.7,Qd6,207.25,-691.95,-4888.802
376,9,black,d6e5,-330.7,a6,295.8,-626.5,-4888.802
377,9,black,d6h6,86.9,Qd1+,10040.95,-9954.05,-4888.802
378,9,black,f7e8,-17888.3,Rg8,1054.35,-18942.65,-4888.802
379,9,black,g8g5,-20005.0,Rxg5,-5.5,-19999.5,-4888.802
380,9,black,b7b5,-20004.0,Ke7,-3.5,-20000.5,-4888.802
381,9,black,b7b6,-20003.5,Ke8,-3.25,-20000.25,-4888.802
382,9,black,e8e7,-20002.0,Kf7,-2.0,-20000.0,-4888.802
383,9,black,b7b5,-20005.0,Ke8,-4.0,-20001.0,-4888.802
384,9,black,b7b5,-20005.1,Kf8,-4.05,-20001.05,-4888.802
385,9,black,f8g8,-3110.4,Ke7,8443.8,-11554.2,-4888.802
386,9,black,b7b5,-20004.6,Ke8,-7.65,-19996.949999999997,-4888.802
387,9,black,e8f7,-20002.0,Kf7,-2.0,-20000.0,-4888.802
388,10,black,e7e5,31.4,e5,32.35,-0.9500000000000028,-1136.538
389,10,black,b8c6,37.2,Nc6,36.15,1.0500000000000045,-1136.538
390,10,black,c6e5,-300.9,Nxe5,-296.2,-4.699999999999989,-1136.538
391,10,black,e5g6,-303.9,Nf3+,-16.05,-287.84999999999997,-1136.538
392,10,black,f3d4,-434.2,Nxe5,-382.65,-51.55000000000001,-1136.538
393,10,black,e5g6,-373.7,Be7,-358.3,-15.399999999999975,-1136.538
394,10,black,e5g6,-408.2,Nh6,-365.0,-43.19999999999999,-1136.538
395,10,black,d8e7,-412.2,Nf3,-71.35,-340.85,-1136.538
396,10,black,f3d4,-219.6,Ng1+,-68.9,-150.7,-1136.538
397,10,black,h7g6,75.3,Rg8,298.5,-223.2,-1136.538
398,10,black,f7f6,491.8,c5,543.0,-51.19999999999999,-1136.538
399,10,black,h6f7,311.6,Nxf7,312.9,-1.2999999999999543,-1136.538
400,10,black,d8h4,248.0,Qe7,287.55,-39.55000000000001,-1136.538
401,10,black,e7e4,-20000.0,Nh6,-9871.65,-10128.35,-1136.538
402,10,black,e7e4,217.0,Rf8,272.2,-55.19999999999999,-1136.538
403,10,black,e7e4,-20000.0,Rxf2+,-9755.15,-10244.85,-1136.538
404,10,black,e7h4,-461.9,Qg5,-4.4,-457.5,-1136.538
405,10,black,g5h4,-208.6,b5,112.9,-321.5,-1136.538
406,10,black,g5h4,-413.2,Qe3+,242.45,-655.65,-1136.538
407,10,black,f2e2,-417.6,Qe4,-16.45,-401.15,-1136.538
408,10,black,c8b7,-429.9,Qxe2+,-62.65,-367.25,-1136.538
409,10,black,f2e2,316.3,Kf7,610.85,-294.55,-1136.538
410,10,black,f7e8,364.4,Kf6,642.55,-278.15,-1136.538
411,10,black,d7d5,784.2,Rf1+,10389.6,-9605.4,-1136.538
412,10,black,f1h1,662.3,Rf2+,824.55,-162.25,-1136.538
413,10,black,d7d5,732.2,Rxd2+,935.7,-203.5,-1136.538
414,10,black,d7d5,1133.0,Bb7,10565.0,-9432.0,-1136.538
415,10,black,a8e8,438.1,Bd5,10214.7,-9776.6,-1136.538
416,10,black,a8f8,521.7,Rxf8,513.25,8.450000000000045,-1136.538
417,10,black,d5g2,484.2,Bf3+,577.75,-93.55,-1136.538
418,10,black,f3g2,598.5,Rf7,713.65,-115.14999999999998,-1136.538
419,10,black,f7g7,556.4,Rxg7,557.2,-0.8000000000000682,-1136.538
420,10,black,g7g2,75.6,Rxg2,68.55,7.049999999999997,-1136.538
421,10,black,g2g1,-889.2,Kf7,-187.15,-702.0500000000001,-1136.538
422,10,black,f3g2,498.3,Bd1,679.7,-181.40000000000003,-1136.538
423,10,black,d1c2,660.1,Bxc2,657.1,3.0,-1136.538
424,10,black,c2d1,293.9,Bxd1,293.65,0.25,-1136.538
425,10,black,f7g8,-545.5,Bh5,-93.0,-452.5,-1136.538
426,10,black,h5g6,348.6,Kf6,388.45,-39.849999999999966,-1136.538
427,10,black,h5e8,451.3,Kf5,557.8,-106.49999999999994,-1136.538
428,10,black,f5g5,425.0,Bf3,457.5,-32.5,-1136.538
429,10,black,f5f6,-601.5,Kxf6,-601.9,0.3999999999999772,-1136.538
430,10,black,f3h5,-606.9,a6,-527.7,-79.19999999999993,-1136.538
431,10,black,a6b5,-685.5,d6,-578.1,-107.39999999999998,-1136.538
432,10,black,f3b7,-518.4,d5,41.4,-559.8,-1136.538
433,10,black,a6b5,-512.1,Kg5,57.1,-569.2,-1136.538
434,10,black,a6b5,-539.6,axb5,-527.9,-11.700000000000044,-1136.538
435,10,black,b5b4,-543.8,d4,-536.5,-7.299999999999955,-1136.538
436,10,black,g5h4,-900.2,Kf6,-714.95,-185.25,-1136.538
437,10,black,c5c4,-526.4,Kg6,-517.8,-8.600000000000023,-1136.538
438,11,black,e7e5,34.2,e5,33.15,1.0500000000000045,-143.869
439,11,black,b8c6,31.9,Nc6,29.9,2.0,-143.869
440,11,black,c6e5,-294.8,Nxe5,-297.7,2.8999999999999773,-143.869
441,11,black,e5g6,-308.6,Nf3+,-18.4,-290.20000000000005,-143.869
442,11,black,f8c5,275.2,Be7,296.7,-21.5,-143.869
443,11,black,e8f7,-585.7,Kxf7,-583.1,-2.6000000000000227,-143.869
444,11,black,c7c6,-646.9,c6,-653.05,6.149999999999977,-143.869
445,11,black,d8e7,-648.6,c5,-541.2,-107.39999999999998,-143.869
446,11,black,d7d5,-432.9,Rxc8,-409.75,-23.149999999999977,-143.869
447,11,black,c5c4,-549.2,Ne7,-528.1,-21.100000000000023,-143.869
448,11,black,c5c4,-601.8,Nf5,-535.35,-66.44999999999993,-143.869
449,11,black,d7d5,-462.9,Kf8,-419.95,-42.94999999999999,-143.869
450,11,black,c5c4,-646.2,Rg8,-497.7,-148.50000000000006,-143.869
451,11,black,f5d4,-546.1,Qb6,-450.4,-95.70000000000005,-143.869
452,11,black,c5c4,-642.6,Rh8,-507.6,-135.0,-143.869
453,11,black,f5d4,-629.3,Rg8,-456.65,-172.64999999999998,-143.869
454,11,black,b6b5,-607.5,Ra8,-554.5,-53.0,-143.869
455,11,black,f5d4,-671.0,Rb8,-362.85,-308.15,-143.869
456,11,black,f5d4,-651.0,Rh8,-381.5,-269.5,-143.869
457,11,black,f5d4,-641.4,Rg8,-532.4,-109.0,-143.869
458,11,black,f5d4,-647.5,Rh8,-378.1,-269.4,-143.869
459,11,black,f5d4,-666.0,Rg8,-483.15,-182.85,-143.869
460,11,black,f5d4,-647.0,Rh8,-456.8,-190.2,-143.869
461,11,black,f5d4,-648.6,Ra8,-477.4,-171.20000000000005,-143.869
462,11,black,f5d4,-588.8,Rg8,-383.65,-205.15,-143.869
463,11,black,g7g6,-176.6,Qb3,410.65,-587.25,-143.869
464,11,black,b3b4,4.4,Rb8,492.05,-487.65,-143.869
465,11,black,b3c2,-303.8,Qf7,-188.0,-115.8,-143.869
466,11,black,f7h5,-70.2,Qxe6+,382.35,-452.55,-143.869
467,11,black,e6d7,-528.6,Qe1+,156.55,-685.1500000000001,-143.869
468,11,black,e1g1,-641.3,Qe8,16.4,-657.6999999999999,-143.869
469,11,black,b8e8,671.2,Rd8,783.6,-112.39999999999998,-143.869
470,11,black,d8e8,659.2,Rd6,755.0,-95.79999999999995,-143.869
471,11,black,d6d7,627.5,Rd5,763.35,-135.85000000000002,-143.869
472,11,black,h7h5,647.5,Rd6,778.35,-130.85000000000002,-143.869
473,11,black,d6d7,642.8,Rd5,769.6,-126.80000000000008,-143.869
474,11,black,h7h5,671.7,Rxf5,772.6,-100.89999999999998,-143.869
475,11,black,f8f7,633.1,Rh8,651.3,-18.199999999999932,-143.869
476,11,black,f8f7,608.9,Rxf4,707.85,-98.95000000000005,-143.869
477,11,black,f4f2,559.8,Rg8,735.0,-175.20000000000005,-143.869
478,11,black,f8e7,909.1,Ke8,905.9,3.2000000000000455,-143.869
479,11,black,g8f8,551.3,Kxf8,571.1,-19.800000000000068,-143.869
480,11,black,f8f7,536.6,h5+,589.4,-52.799999999999955,-143.869
481,11,black,f8e8,595.1,Rh8,591.05,4.050000000000068,-143.869
482,11,black,f8f7,580.8,Rg8,596.55,-15.75,-143.869
483,11,black,f8f7,570.1,Ke8,584.4,-14.299999999999956,-143.869
484,11,black,g8f8,526.6,c4,548.45,-21.850000000000023,-143.869
485,11,black,g8f8,485.9,c3,540.9,-55.0,-143.869
486,11,black,g8f8,542.0,b5,642.45,-100.45000000000005,-143.869
487,11,black,g8f8,617.9,a5,684.05,-66.14999999999998,-143.869
488,12,black,e7e5,30.3,e5,31.9,-1.599999999999998,-97.05
489,12,black,b8c6,29.5,Nc6,30.85,-1.3500000000000014,-97.05
490,12,black,c6e5,-299.6,Nxe5,-299.4,-0.2000000000000454,-97.05
491,12,black,e5g6,-304.8,Ba3,-41.5,-263.3,-97.05
492,12,black,c7c6,-265.0,Nxe7,-105.4,-159.6,-97.05
493,12,black,a3e7,-375.3,Rg8,89.45,-464.75,-97.05
494,12,black,d7c6,16.1,Nxc6,64.65,-48.55,-97.05
495,12,black,d8g5,-305.1,Qh4,-162.05,-143.05,-97.05
496,12,black,d7c6,-460.8,Bxf8,-229.9,-230.9,-97.05
497,12,black,c8d7,-409.9,Bxd7+,-405.9,-4.0,-97.05
498,12,black,e8c8,-444.5,Bd6,-422.05,-22.44999999999999,-97.05
499,12,black,d7g4,-773.8,Rh8,-604.05,-169.75,-97.05
500,12,black,d7g4,-796.2,Rg8,-652.35,-143.85000000000002,-97.05
501,12,black,d7g4,-806.4,g6,-650.0,-156.39999999999998,-97.05
502,12,black,e8c8,-510.3,Qg4,-422.2,-88.10000000000002,-97.05
503,12,black,e8f7,-927.5,Kd8,-216.95,-710.55,-97.05
504,12,black,d7e8,497.4,Bf8,676.7,-179.30000000000007,-97.05
505,12,black,d7e8,860.1,Bxe8,856.5,3.6000000000000227,-97.05
506,12,black,g4e4,791.5,Qg3,997.15,-205.65,-97.05
507,12,black,d8e8,973.1,Kxe8,973.5,-0.3999999999999772,-97.05
508,12,black,g3g2,-394.6,Qd3,263.85,-658.45,-97.05
509,12,black,d3c2,-227.4,Qe2+,386.75,-614.15,-97.05
510,12,black,b7b5,1007.2,Ke7,1009.0,-1.7999999999999543,-97.05
511,12,black,a8d8,987.0,Rh8,992.45,-5.4500000000000455,-97.05
512,12,black,e7d7,972.6,Rg8,979.85,-7.25,-97.05
513,12,black,e7d7,977.1,Rh8,980.35,-3.25,-97.05
514,12,black,g6g5,952.4,h5,951.65,0.75,-97.05
515,12,black,h5h4,940.5,Rg8,948.8,-8.299999999999955,-97.05
516,12,black,g6g5,957.4,h4+,959.35,-1.9500000000000457,-97.05
517,12,black,g6g5,962.2,Rg7,976.2,-14.0,-97.05
518,12,black,e7e8,981.1,Rg8,989.6,-8.5,-97.05
519,12,black,c7c5,927.5,Rh8,946.1,-18.600000000000023,-97.05
520,12,black,h4h3,972.2,a6,976.15,-3.949999999999932,-97.05
521,12,black,h8h6,811.7,Rxh6,812.4,-0.6999999999999318,-97.05
522,12,black,g6g5,804.8,Kf6,815.2,-10.400000000000093,-97.05
523,12,black,h4h3,794.4,Rh7,805.2,-10.800000000000068,-97.05
524,12,black,g6g5,823.3,Rh8,822.0,1.2999999999999543,-97.05
525,12,black,c7c5,795.6,Rd8,803.75,-8.149999999999977,-97.05
526,12,black,d8d4,664.8,Rd7,747.65,-82.85000000000002,-97.05
527,12,black,d7d4,668.8,Rd5,822.75,-153.95000000000005,-97.05
528,12,black,d5d4,707.3,Rh5,770.45,-63.15000000000009,-97.05
529,12,black,g6g5,821.0,b5,822.2,-1.2000000000000457,-97.05
530,12,black,g6g5,766.7,Rh7,791.0,-24.299999999999955,-97.05
531,12,black,g6g5,786.4,Rh8,802.8,-16.399999999999977,-97.05
532,12,black,g6g5,742.1,Rg8,789.45,-47.35000000000002,-97.05
533,12,black,g6g5,798.5,Rg7,832.4,-33.89999999999998,-97.05
534,12,black,h4g3,814.3,Rg8,833.8,-19.5,-97.05
535,12,black,f6e6,848.1,Kg7,866.95,-18.850000000000023,-97.05
536,12,black,a6a5,773.0,Rh8,786.85,-13.850000000000025,-97.05
537,12,black,a6a5,779.7,c5,793.1,-13.399999999999975,-97.05
538,13,black,e7e5,36.2,e5,35.5,0.7000000000000028,-3522.642
539,13,black,b8c6,35.5,Nc6,31.6,3.8999999999999986,-3522.642
540,13,black,d8g5,-458.0,f6,-260.65,-197.35,-3522.642
541,13,black,d7d5,-153.5,a6,-102.6,-50.900000000000006,-3522.642
542,13,black,a6b5,-532.0,Bb4,-288.6,-243.4,-3522.642
543,13,black,d7c6,-100.2,Bxd2+,185.1,-285.3,-3522.642
544,13,black,d2c1,-236.2,g6,93.0,-329.2,-3522.642
545,13,black,d8d7,324.4,Bxd7,346.9,-22.5,-3522.642
546,13,black,d2f4,-503.3,Be1,-149.65,-353.65,-3522.642
547,13,black,e1b4,-289.2,Qe7,-73.8,-215.4,-3522.642
548,13,black,g8f6,-162.1,Nxf6,-165.95,3.8499999999999943,-3522.642
549,13,black,e1d2,-864.8,Rg8,-468.4,-396.4,-3522.642
550,13,black,e7d6,-879.6,Qxd6,-877.6,-2.0,-3522.642
551,13,black,d6d1,-19999.0,Rd8,-10587.4,-9411.6,-3522.642
552,13,black,d6d1,-19999.0,c6,-10484.9,-9514.1,-3522.642
553,13,black,f6h5,-19996.0,Rg7,-10475.2,-9520.8,-3522.642
554,13,black,f6e4,-19997.0,c5,-10632.1,-9364.9,-3522.642
555,13,black,f6h5,-19996.0,Ng4,-4231.4,-15764.6,-3522.642
556,13,black,e1f2,-19996.0,g5,-1059.05,-18936.95,-3522.642
557,13,black,e1f2,-19996.0,Rg6,-2103.65,-17892.35,-3522.642
558,13,black,g4f2,-19997.0,h6,5.5,-20002.5,-3522.642
559,13,black,g4f2,-19995.0,b5,-10462.95,-9532.05,-3522.642
560,13,black,g4f2,-19994.8,Qc6,-10460.9,-9533.9,-3522.642
561,13,black,g4f2,-19997.0,Be6,5.05,-20002.05,-3522.642
562,13,black,g4f2,-19997.0,Bb4,-10550.25,-9446.75,-3522.642
563,13,black,g4f2,-19993.0,Nf6+,-10601.6,-9391.4,-3522.642
564,13,black,d8d3,-1246.7,Rd1,-1198.75,-47.950000000000045,-3522.642
565,13,black,e6g4,-1093.2,Nxd5,-740.6,-352.6,-3522.642
566,13,black,g6g7,-768.6,Rxg7,-745.35,-23.25,-3522.642
567,13,black,b5c4,-852.5,Rg6,-789.55,-62.950000000000045,-3522.642
568,13,black,e8d8,-940.7,Ke7,-876.45,-64.25,-3522.642
569,13,black,b5c4,-819.0,Qd6,-601.25,-217.75,-3522.642
570,13,black,e7d6,-376.6,Bxc4,192.35,-568.95,-3522.642
571,13,black,e7d8,-473.8,Rd6,-98.8,-375.0,-3522.642
572,13,black,e7d7,-544.7,Kf8,93.8,-638.5,-3522.642
573,13,black,d6d8,-512.3,Rxd8,-513.15,0.8500000000000227,-3522.642
574,13,black,h6g5,-729.2,Bf1+,-627.4,-101.80000000000008,-3522.642
575,13,black,h6g5,-626.9,Bc4,-97.5,-529.4,-3522.642
576,13,black,c4e2,433.5,Bd2,449.35,-15.850000000000025,-3522.642
577,13,black,d2f4,414.5,h5,468.95,-54.44999999999999,-3522.642
578,13,black,h5g4,433.1,Be1,596.9,-163.79999999999995,-3522.642
579,13,black,f8g7,471.0,Kg8,515.6,-44.60000000000002,-3522.642
580,13,black,e1f2,263.3,Bf7,510.1,-246.8,-3522.642
581,13,black,e1f2,191.3,Bg6,489.6,-298.3,-3522.642
582,13,black,e1f2,259.3,Be8,498.45,-239.15,-3522.642
583,13,black,e1f2,18.0,Bxb4,177.25,-159.25,-3522.642
584,13,black,b4c3,-7.4,Bd2,211.9,-219.3,-3522.642
585,13,black,g8g7,-461.7,Bf7,-12.05,-449.65,-3522.642
586,13,black,g8h8,-409.3,c4,59.45,-468.75,-3522.642
587,13,black,g8h8,-503.3,Be8,-114.25,-389.05,-3522.642
588,14,black,e7e5,24.5,e5,26.4,-1.8999999999999984,-2041.685
589,14,black,b8c6,23.9,Nc6,28.45,-4.550000000000001,-2041.685
590,14,black,c6e5,-293.0,Nxe5,-293.5,0.5,-2041.685
591,14,black,e5g6,-305.0,Ba3,-44.1,-260.9,-2041.685
592,14,black,a3b4,-287.9,Nf6,-48.4,-239.49999999999997,-2041.685
593,14,black,a3c1,-368.9,Nxd5,-73.7,-295.2,-2041.685
594,14,black,d8h4,-617.7,c5,-236.4,-381.30000000000007,-2041.685
595,14,black,d8h4,-946.4,Qg5,-132.25,-814.15,-2041.685
596,14,black,g5h4,207.6,Qg4+,561.65,-354.04999999999995,-2041.685
597,14,black,g4h4,-164.9,Qxf4,-54.8,-110.1,-2041.685
598,14,black,f4h4,-255.5,Rxc8,-127.75,-127.75,-2041.685
599,14,black,a3c1,-168.6,Nf3+,169.55,-338.15,-2041.685
600,14,black,a3c1,-100.5,Qf5,450.05,-550.55,-2041.685
601,14,black,f5e5,-530.6,Rd8,100.55,-631.15,-2041.685
602,14,black,f5e5,-541.9,Qg4,87.35,-629.25,-2041.685
603,14,black,g4h5,-356.4,Rg8,124.9,-481.2999999999999,-2041.685
604,14,black,f3e1,31.8,a5,309.9,-278.09999999999997,-2041.685
605,14,black,f3e1,-229.5,Qg6,-88.6,-140.9,-2041.685
606,14,black,f3e1,-777.3,Qa6,-522.85,-254.44999999999993,-2041.685
607,14,black,f3h2,-427.5,Qd6,41.4,-468.9,-2041.685
608,14,black,f3h2,-264.2,a4,106.35,-370.5499999999999,-2041.685
609,14,black,f3g1,-831.9,Qg6,-564.45,-267.44999999999993,-2041.685
610,14,black,f3g1,-870.5,Qf6,-243.05,-627.45,-2041.685
611,14,black,f3g1,-1139.8,c4,-886.3,-253.5,-2041.685
612,14,black,f6a1,-19994.0,cxd3,-10437.65,-9556.35,-2041.685
613,14,black,f6g7,-1022.0,Rh8,-223.4,-798.6,-2041.685
614,14,black,f6g7,-812.7,Qg5,-293.05,-519.6500000000001,-2041.685
615,14,black,f3g1,-574.0,Rb8,104.25,-678.25,-2041.685
616,14,black,f3g1,-587.6,h6,-27.9,-559.7,-2041.685
617,14,black,f3g1,-582.6,axb3,33.1,-615.7,-2041.685
618,14,black,f3g1,-627.8,Bf8,-56.6,-571.1999999999999,-2041.685
619,14,black,f3g1,-662.2,Bb4,-397.5,-264.70000000000005,-2041.685
620,14,black,e8d7,-104.5,Kf8,89.15,-193.65,-2041.685
621,14,black,f3g1,-845.3,Rxc8,-751.6,-93.69999999999992,-2041.685
622,14,black,g5d8,-1060.8,Rc1+,-550.95,-509.8499999999999,-2041.685
623,14,black,g5d8,-38.4,Qe5,523.85,-562.25,-2041.685
624,14,black,f8g7,614.2,Kg8,868.5,-254.29999999999995,-2041.685
625,14,black,e5d6,-387.5,Qd4+,360.4,-747.9,-2041.685
626,14,black,d4d2,-20000.0,Qd8,-4.1,-19995.9,-2041.685
627,14,black,d8d2,-20000.0,Bxd2,-10157.15,-9842.85,-2041.685
628,14,black,d2c1,-843.6,Qa8,-347.15,-496.4500000000001,-2041.685
629,14,black,f3g1,-595.1,Qa7,136.95,-732.05,-2041.685
630,14,black,a7g1,-12430.0,Qc5,-4836.75,-7593.25,-2041.685
631,14,black,c5g1,-19998.0,Qg1,2.0,-20000.0,-2041.685
632,14,black,g1g2,-19999.0,Nh2,-10257.4,-9741.6,-2041.685
633,14,black,g1e3,-19999.0,Ba5,-10374.55,-9624.45,-2041.685
634,14,black,g1f1,-858.2,Qg2+,-830.45,-27.75,-2041.685
635,14,black,g2f1,-928.6,Qg1+,-885.55,-43.05000000000007,-2041.685
636,14,black,g1f1,-853.9,Kf8,-688.6,-165.29999999999995,-2041.685
637,14,black,f8g7,-757.7,Kg8,-742.5,-15.200000000000044,-2041.685
638,15,black,e7e5,28.0,e5,27.1,0.8999999999999986,-168.707
639,15,black,b8c6,29.9,Nc6,29.95,-0.0500000000000007,-168.707
640,15,black,c6e5,-298.4,Nxe5,-295.15,-3.25,-168.707
641,15,black,e5g6,-301.5,Nf3+,-14.15,-287.35,-168.707
642,15,black,f8c5,265.8,Nxe7,316.05,-50.25,-168.707
643,15,black,e8f7,-594.9,Kxf7,-596.65,1.75,-168.707
644,15,black,c7c6,-573.1,g5,-540.55,-32.55000000000007,-168.707
645,15,black,d7d5,-626.0,Rg8,-591.75,-34.25,-168.707
646,15,black,f8g7,-688.4,Rg6,-676.9,-11.5,-168.707
647,15,black,a7b6,-842.5,Kf6,-678.15,-164.35000000000002,-168.707
648,15,black,d8c8,-576.6,Rxc8,-578.25,1.6499999999999773,-168.707
649,15,black,f6f7,-624.6,Bg7,-628.2,3.6000000000000227,-168.707
650,15,black,f6f7,-761.2,Bh6,-674.9,-86.30000000000007,-168.707
651,15,black,f6f7,-626.8,Qxf8,-597.4,-29.399999999999977,-168.707
652,15,black,f6f7,-614.3,Qe8,-563.85,-50.44999999999993,-168.707
653,15,black,f6f7,-649.1,d6,-625.6,-23.5,-168.707
654,15,black,e7c6,-596.0,Qf8,-591.65,-4.350000000000023,-168.707
655,15,black,e7g8,-645.5,Qg8,-624.85,-20.649999999999977,-168.707
656,15,black,e7c6,-639.5,Qxb3,-151.75,-487.75,-168.707
657,15,black,b3h3,-858.5,Rh8,-284.6,-573.9,-168.707
658,15,black,b3c2,-739.7,c6,-212.5,-527.2,-168.707
659,15,black,b3c2,-761.8,a6,-311.5,-450.2999999999999,-168.707
660,15,black,b3c2,-718.3,d5,-239.2,-479.1,-168.707
661,15,black,b3h3,-815.7,Qd3,-389.95,-425.75000000000006,-168.707
662,15,black,d3c2,-726.8,Ng8,-251.4,-475.4,-168.707
663,15,black,d3e4,-1034.6,Qe2+,-407.1,-627.4999999999999,-168.707
664,15,black,f6f7,228.4,Ne7,417.05,-188.65,-168.707
665,15,black,f6f7,248.7,c5,310.25,-61.55000000000001,-168.707
666,15,black,f6f7,163.0,Rhg8,190.65,-27.65000000000001,-168.707
667,15,black,d5d4,201.9,R8g7,322.7,-120.79999999999998,-168.707
668,15,black,f6e5,130.1,Nc6,199.15,-69.05000000000001,-168.707
669,15,black,d5d4,145.9,Rg8,248.4,-102.5,-168.707
670,15,black,g8e8,122.2,Nd4+,141.05,-18.85000000000001,-168.707
671,15,black,d4c2,-333.8,Rh8,-61.35,-272.45,-168.707
672,15,black,d4c2,-262.4,Rhg8,7.75,-270.15,-168.707
673,15,black,d4c2,-326.4,Nf3+,-141.3,-185.09999999999997,-168.707
674,15,black,d5e4,45.6,Nxd2,255.35,-209.75,-168.707
675,15,black,d2e4,-14.2,Rb8,243.5,-257.7,-168.707
676,15,black,d2e4,-243.4,Nf1,125.05,-368.45,-168.707
677,15,black,f1h2,436.9,dxe4,445.2,-8.300000000000011,-168.707
678,15,black,h6g7,449.2,b5,478.8,-29.600000000000023,-168.707
679,15,black,b5b4,496.3,c4,529.2,-32.900000000000034,-168.707
680,15,black,f6f7,476.9,Rd8+,491.45,-14.550000000000011,-168.707
681,15,black,c4c3,53.8,Ke6,277.7,-223.9,-168.707
682,15,black,c4c3,29.2,Rd4,270.6,-241.40000000000003,-168.707
683,15,black,e4f3,-37.5,Rxd2+,183.15,-220.65,-168.707
684,15,black,d2f2,-76.4,Rxc2+,75.05,-151.45,-168.707
685,15,black,c2f2,-319.4,Bf8,-148.65,-170.74999999999997,-168.707
686,15,black,c2f2,-234.6,Bxe7,137.2,-371.7999999999999,-168.707
687,15,black,c2b2,-242.9,Rb2,-262.7,19.799999999999983,-168.707
688,16,black,e7e5,33.6,e5,33.6,0.0,-141.498
689,16,black,b8c6,31.7,Nc6,33.9,-2.1999999999999993,-141.498
690,16,black,c6e5,-294.5,Nxe5,-298.6,4.100000000000023,-141.498
691,16,black,e5g6,-309.4,Ba3,-42.35,-267.04999999999995,-141.498
692,16,black,a3b4,-289.8,Nf6,-56.1,-233.7,-141.498
693,16,black,a3c1,-372.2,Nxe4,-197.6,-174.6,-141.498
694,16,black,a3c1,-25.7,Qh4+,-8.55,-17.15,-141.498
695,16,black,a3c5,-140.5,d6,159.35,-299.85,-141.498
696,16,black,e5d3,-191.2,Be6,106.2,-297.4,-141.498
697,16,black,a3c1,-22.0,Qxf2+,293.6,-315.6,-141.498
698,16,black,a3c5,591.9,Rg8,686.35,-94.45000000000005,-141.498
699,16,black,a3c5,599.3,Rb8,719.5,-120.20000000000005,-141.498
700,16,black,e5d3,628.9,Bd5,712.9,-84.0,-141.498
701,16,black,a3c1,696.5,Rc8,750.6,-54.10000000000002,-141.498
702,16,black,a3c1,637.3,Rb8,708.35,-71.05000000000007,-141.498
703,16,black,a3c1,591.6,Rc8,663.15,-71.54999999999995,-141.498
704,16,black,a3c1,693.1,Rd8,745.4,-52.299999999999955,-141.498
705,16,black,a3c1,595.3,Be6,665.2,-69.90000000000009,-141.498
706,16,black,a3c1,634.5,Bf5,726.45,-91.95000000000005,-141.498
707,16,black,a3b4,745.3,Bc8,809.35,-64.05000000000007,-141.498
708,16,black,a3b4,786.2,Bg4,897.85,-111.64999999999998,-141.498
709,16,black,g4f3,817.1,Bxf3,817.8,-0.6999999999999318,-141.498
710,16,black,f3d1,669.9,Nd7,804.1,-134.20000000000005,-141.498
711,16,black,f3d1,420.8,Bh5,730.6,-309.8,-141.498
712,16,black,h5d1,686.7,g6,790.7,-104.0,-141.498
713,16,black,h5e2,487.6,Bxe2+,490.25,-2.6499999999999773,-141.498
714,16,black,a3c1,9.3,Bf1,277.15,-267.84999999999997,-141.498
715,16,black,a3c1,85.1,Be2,305.15,-220.05,-141.498
716,16,black,a3c1,-0.3,Nf6,248.55,-248.85,-141.498
717,16,black,a3c1,-49.8,Bg4+,219.45,-269.25,-141.498
718,16,black,a3c5,-246.7,Bh5,146.2,-392.9,-141.498
719,16,black,a3c5,-146.1,Bxc1,-105.1,-41.0,-141.498
720,16,black,c1d2,-513.6,c6,-174.1,-339.5,-141.498
721,16,black,c1d2,-518.4,b6,-174.85,-343.54999999999995,-141.498
722,16,black,c1b2,-420.3,Bh6,-398.5,-21.80000000000001,-141.498
723,16,black,g6g5,-502.2,Bg4,-399.75,-102.45,-141.498
724,16,black,g4e6,-544.9,Bh5,-462.8,-82.09999999999997,-141.498
725,16,black,f6h7,-677.0,Bg4,-605.7,-71.29999999999995,-141.498
726,16,black,f6g8,-681.4,Bf8,-615.6,-65.79999999999995,-141.498
727,16,black,f6h7,-667.2,Bg7,-610.75,-56.450000000000045,-141.498
728,16,black,g4h3,-770.6,Bf5,-706.6,-64.0,-141.498
729,16,black,f6g4,-823.0,Bg4,-689.4,-133.60000000000002,-141.498
730,16,black,g4h3,-775.7,Bh6,-657.3,-118.40000000000008,-141.498
