Iteration,Puzzle ID,Method,Best Move Score,Qwen Move Score
15,18,Qwen:32B,478,111
16,18,Qwen:32B,478,111
17,18,Qwen:32B,478,111
18,18,Qwen:32B,478,111
19,18,Qwen:32B,478,60
20,18,Qwen:32B,478,111
21,18,Qwen:32B,478,111
22,18,Qwen:32B,478,111
23,18,Qwen:32B,478,111
24,18,Qwen:32B,478,111
25,18,Qwen:32B,478,111
26,18,Qwen:32B,478,111
27,18,Qwen:32B,478,111
28,18,Qwen:32B,478,111
29,18,Qwen:32B,478,60
30,18,Qwen:32B,478,111
31,18,Qwen:32B,478,60
32,18,Qwen:32B,478,111
33,18,Qwen:32B,478,60
34,18,Qwen:32B,478,111
35,18,Qwen:32B,478,111
36,18,Qwen:32B,478,111
37,18,Qwen:32B,478,60
38,18,Qwen:32B,478,111
39,18,Qwen:32B,478,111
40,18,Qwen:32B,478,111
41,18,Qwen:32B,478,111
42,18,Qwen:32B,478,111
43,18,Qwen:32B,478,111
44,18,Qwen:32B,478,111
45,18,Qwen:32B,478,60
46,18,Qwen:32B,478,60
47,18,Qwen:32B,478,111
48,18,Qwen:32B,478,111
49,18,Qwen:32B,478,60
50,18,Qwen:32B,478,111
1,19,Qwen:32B,435,82
2,19,Qwen:32B,435,82
3,19,Qwen:32B,435,82
4,19,Qwen:32B,435,82
5,19,Qwen:32B,435,82
6,19,Qwen:32B,435,82
7,19,Qwen:32B,435,82
8,19,Qwen:32B,435,82
9,19,Qwen:32B,435,82
10,19,Qwen:32B,435,82
11,19,Qwen:32B,435,82
12,19,Qwen:32B,435,82
13,19,Qwen:32B,435,82
14,19,Qwen:32B,435,82
15,19,Qwen:32B,435,82
16,19,Qwen:32B,435,82
17,19,Qwen:32B,435,82
18,19,Qwen:32B,435,82
19,19,Qwen:32B,435,82
20,19,Qwen:32B,435,28
21,19,Qwen:32B,435,28
22,19,Qwen:32B,435,82
23,19,Qwen:32B,435,82
24,19,Qwen:32B,435,82
25,19,Qwen:32B,435,28
26,19,Qwen:32B,435,82
27,19,Qwen:32B,435,82
28,19,Qwen:32B,435,82
29,19,Qwen:32B,435,82
30,19,Qwen:32B,435,82
31,19,Qwen:32B,435,82
32,19,Qwen:32B,435,82
33,19,Qwen:32B,435,82
34,19,Qwen:32B,435,82
35,19,Qwen:32B,435,28
36,19,Qwen:32B,435,82
37,19,Qwen:32B,435,82
38,19,Qwen:32B,435,82
39,19,Qwen:32B,435,82
40,19,Qwen:32B,435,82
41,19,Qwen:32B,435,82
42,19,Qwen:32B,435,82
43,19,Qwen:32B,435,28
44,19,Qwen:32B,435,82
45,19,Qwen:32B,435,82
46,19,Qwen:32B,435,28
47,19,Qwen:32B,435,82
48,19,Qwen:32B,435,28
49,19,Qwen:32B,435,28
50,19,Qwen:32B,435,28
1,20,Qwen:32B,419,147
2,20,Qwen:32B,419,147
3,20,Qwen:32B,419,147
4,20,Qwen:32B,419,147
5,20,Qwen:32B,419,55
6,20,Qwen:32B,419,147
7,20,Qwen:32B,419,55
8,20,Qwen:32B,419,147
9,20,Qwen:32B,419,55
10,20,Qwen:32B,419,55
11,20,Qwen:32B,419,55
12,20,Qwen:32B,419,147
13,20,Qwen:32B,419,55
14,20,Qwen:32B,419,147
15,20,Qwen:32B,419,147
16,20,Qwen:32B,419,147
17,20,Qwen:32B,419,147
18,20,Qwen:32B,419,147
19,20,Qwen:32B,419,147
20,20,Qwen:32B,419,147
21,20,Qwen:32B,419,147
22,20,Qwen:32B,419,147
23,20,Qwen:32B,419,147
24,20,Qwen:32B,419,55
25,20,Qwen:32B,419,147
26,20,Qwen:32B,419,147
27,20,Qwen:32B,419,147
28,20,Qwen:32B,419,147
29,20,Qwen:32B,419,147
30,20,Qwen:32B,419,147
31,20,Qwen:32B,419,147
32,20,Qwen:32B,419,147
33,20,Qwen:32B,419,147
34,20,Qwen:32B,419,147
35,20,Qwen:32B,419,55
36,20,Qwen:32B,419,55
37,20,Qwen:32B,419,147
38,20,Qwen:32B,419,147
39,20,Qwen:32B,419,147
40,20,Qwen:32B,419,55
41,20,Qwen:32B,419,147
42,20,Qwen:32B,419,147
43,20,Qwen:32B,419,147
44,20,Qwen:32B,419,147
45,20,Qwen:32B,419,147
46,20,Qwen:32B,419,147
47,20,Qwen:32B,419,147
48,20,Qwen:32B,419,147
49,20,Qwen:32B,419,147
50,20,Qwen:32B,419,147
1,21,Qwen:32B,427,19
2,21,Qwen:32B,427,111
3,21,Qwen:32B,427,19
4,21,Qwen:32B,427,111
5,21,Qwen:32B,427,111
6,21,Qwen:32B,427,111
7,21,Qwen:32B,427,111
8,21,Qwen:32B,427,111
9,21,Qwen:32B,427,111
10,21,Qwen:32B,427,111
11,21,Qwen:32B,427,111
12,21,Qwen:32B,427,19
13,21,Qwen:32B,427,111
14,21,Qwen:32B,427,111
15,21,Qwen:32B,427,111
16,21,Qwen:32B,427,111
17,21,Qwen:32B,427,111
18,21,Qwen:32B,427,111
19,21,Qwen:32B,427,19
20,21,Qwen:32B,427,19
21,21,Qwen:32B,427,111
22,21,Qwen:32B,427,111
23,21,Qwen:32B,427,111
24,21,Qwen:32B,427,111
25,21,Qwen:32B,427,111
26,21,Qwen:32B,427,111
27,21,Qwen:32B,427,111
28,21,Qwen:32B,427,111
29,21,Qwen:32B,427,111
30,21,Qwen:32B,427,111
31,21,Qwen:32B,427,111
32,21,Qwen:32B,427,111
33,21,Qwen:32B,427,111
34,21,Qwen:32B,427,111
35,21,Qwen:32B,427,111
36,21,Qwen:32B,427,111
37,21,Qwen:32B,427,111
38,21,Qwen:32B,427,111
39,21,Qwen:32B,427,111
40,21,Qwen:32B,427,111
41,21,Qwen:32B,427,111
42,21,Qwen:32B,427,111
43,21,Qwen:32B,427,19
44,21,Qwen:32B,427,111
45,21,Qwen:32B,427,111
46,21,Qwen:32B,427,111
47,21,Qwen:32B,427,111
48,21,Qwen:32B,427,111
49,21,Qwen:32B,427,111
50,21,Qwen:32B,427,111
1,22,Qwen:32B,449,135
2,22,Qwen:32B,449,135
3,22,Qwen:32B,449,135
4,22,Qwen:32B,449,135
5,22,Qwen:32B,449,135
6,22,Qwen:32B,449,135
7,22,Qwen:32B,449,135
8,22,Qwen:32B,449,135
9,22,Qwen:32B,449,135
10,22,Qwen:32B,449,135
11,22,Qwen:32B,449,135
12,22,Qwen:32B,449,135
13,22,Qwen:32B,449,135
14,22,Qwen:32B,449,135
15,22,Qwen:32B,449,94
16,22,Qwen:32B,449,135
17,22,Qwen:32B,449,135
18,22,Qwen:32B,449,94
19,22,Qwen:32B,449,135
20,22,Qwen:32B,449,135
21,22,Qwen:32B,449,135
22,22,Qwen:32B,449,135
23,22,Qwen:32B,449,135
24,22,Qwen:32B,449,135
25,22,Qwen:32B,449,94
26,22,Qwen:32B,449,94
27,22,Qwen:32B,449,135
28,22,Qwen:32B,449,135
29,22,Qwen:32B,449,94
30,22,Qwen:32B,449,94
31,22,Qwen:32B,449,135
32,22,Qwen:32B,449,94
33,22,Qwen:32B,449,135
34,22,Qwen:32B,449,135
35,22,Qwen:32B,449,94
36,22,Qwen:32B,449,135
37,22,Qwen:32B,449,135
38,22,Qwen:32B,449,135
39,22,Qwen:32B,449,135
40,22,Qwen:32B,449,135
41,22,Qwen:32B,449,135
42,22,Qwen:32B,449,135
43,22,Qwen:32B,449,135
44,22,Qwen:32B,449,135
45,22,Qwen:32B,449,135
46,22,Qwen:32B,449,135
47,22,Qwen:32B,449,135
48,22,Qwen:32B,449,135
49,22,Qwen:32B,449,135
50,22,Qwen:32B,449,135
1,23,Qwen:32B,429,133
2,23,Qwen:32B,429,133
3,23,Qwen:32B,429,133
4,23,Qwen:32B,429,133
5,23,Qwen:32B,429,82
6,23,Qwen:32B,429,82
7,23,Qwen:32B,429,133
8,23,Qwen:32B,429,133
9,23,Qwen:32B,429,133
10,23,Qwen:32B,429,-219
11,23,Qwen:32B,429,133
12,23,Qwen:32B,429,133
13,23,Qwen:32B,429,133
14,23,Qwen:32B,429,82
15,23,Qwen:32B,429,82
16,23,Qwen:32B,429,133
17,23,Qwen:32B,429,133
18,23,Qwen:32B,429,133
19,23,Qwen:32B,429,133
20,23,Qwen:32B,429,-219
21,23,Qwen:32B,429,133
22,23,Qwen:32B,429,133
23,23,Qwen:32B,429,133
24,23,Qwen:32B,429,-219
25,23,Qwen:32B,429,82
26,23,Qwen:32B,429,133
27,23,Qwen:32B,429,133
28,23,Qwen:32B,429,82
29,23,Qwen:32B,429,133
30,23,Qwen:32B,429,133
31,23,Qwen:32B,429,82
32,23,Qwen:32B,429,133
33,23,Qwen:32B,429,-219
34,23,Qwen:32B,429,133
35,23,Qwen:32B,429,133
36,23,Qwen:32B,429,133
37,23,Qwen:32B,429,82
38,23,Qwen:32B,429,133
39,23,Qwen:32B,429,133
40,23,Qwen:32B,429,133
41,23,Qwen:32B,429,82
42,23,Qwen:32B,429,133
43,23,Qwen:32B,429,133
44,23,Qwen:32B,429,133
45,23,Qwen:32B,429,133
46,23,Qwen:32B,429,133
47,23,Qwen:32B,429,133
48,23,Qwen:32B,429,82
49,23,Qwen:32B,429,133
50,23,Qwen:32B,429,133
1,24,Qwen:32B,371,89
2,24,Qwen:32B,371,-84
3,24,Qwen:32B,371,-84
4,24,Qwen:32B,371,-84
5,24,Qwen:32B,371,-84
6,24,Qwen:32B,371,-84
7,24,Qwen:32B,371,-84
8,24,Qwen:32B,371,-84
9,24,Qwen:32B,371,89
10,24,Qwen:32B,371,-84
11,24,Qwen:32B,371,-84
12,24,Qwen:32B,371,89
13,24,Qwen:32B,371,-84
14,24,Qwen:32B,371,-84
15,24,Qwen:32B,371,-84
16,24,Qwen:32B,371,89
17,24,Qwen:32B,371,89
18,24,Qwen:32B,371,-84
19,24,Qwen:32B,371,-84
20,24,Qwen:32B,371,89
21,24,Qwen:32B,371,-84
22,24,Qwen:32B,371,-84
23,24,Qwen:32B,371,89
24,24,Qwen:32B,371,-84
25,24,Qwen:32B,371,89
26,24,Qwen:32B,371,-84
27,24,Qwen:32B,371,89
28,24,Qwen:32B,371,-84
29,24,Qwen:32B,371,89
30,24,Qwen:32B,371,89
31,24,Qwen:32B,371,-84
32,24,Qwen:32B,371,89
33,24,Qwen:32B,371,-84
34,24,Qwen:32B,371,-84
35,24,Qwen:32B,371,-84
36,24,Qwen:32B,371,-84
37,24,Qwen:32B,371,-84
38,24,Qwen:32B,371,89
39,24,Qwen:32B,371,-84
40,24,Qwen:32B,371,-84
41,24,Qwen:32B,371,-84
42,24,Qwen:32B,371,89
43,24,Qwen:32B,371,-84
44,24,Qwen:32B,371,-84
45,24,Qwen:32B,371,-84
46,24,Qwen:32B,371,-84
47,24,Qwen:32B,371,-84
48,24,Qwen:32B,371,89
49,24,Qwen:32B,371,89
50,24,Qwen:32B,371,-84
1,25,Qwen:32B,397,66
2,25,Qwen:32B,397,-11
3,25,Qwen:32B,397,66
4,25,Qwen:32B,397,66
5,25,Qwen:32B,397,66
6,25,Qwen:32B,397,66
7,25,Qwen:32B,397,66
8,25,Qwen:32B,397,-11
9,25,Qwen:32B,397,66
10,25,Qwen:32B,397,66
11,25,Qwen:32B,397,66
12,25,Qwen:32B,397,66
13,25,Qwen:32B,397,66
14,25,Qwen:32B,397,-11
15,25,Qwen:32B,397,66
16,25,Qwen:32B,397,66
17,25,Qwen:32B,397,66
18,25,Qwen:32B,397,66
19,25,Qwen:32B,397,66
20,25,Qwen:32B,397,66
21,25,Qwen:32B,397,66
22,25,Qwen:32B,397,66
23,25,Qwen:32B,397,66
24,25,Qwen:32B,397,66
25,25,Qwen:32B,397,-11
26,25,Qwen:32B,397,66
27,25,Qwen:32B,397,66
28,25,Qwen:32B,397,-11
29,25,Qwen:32B,397,66
30,25,Qwen:32B,397,-11
31,25,Qwen:32B,397,66
32,25,Qwen:32B,397,66
33,25,Qwen:32B,397,66
34,25,Qwen:32B,397,66
35,25,Qwen:32B,397,-11
36,25,Qwen:32B,397,-11
37,25,Qwen:32B,397,66
38,25,Qwen:32B,397,66
39,25,Qwen:32B,397,66
40,25,Qwen:32B,397,-11
41,25,Qwen:32B,397,66
42,25,Qwen:32B,397,66
43,25,Qwen:32B,397,66
44,25,Qwen:32B,397,66
45,25,Qwen:32B,397,-11
46,25,Qwen:32B,397,66
47,25,Qwen:32B,397,66
48,25,Qwen:32B,397,66
49,25,Qwen:32B,397,66
50,25,Qwen:32B,397,66
1,26,Qwen:32B,448,159
2,26,Qwen:32B,448,159
3,26,Qwen:32B,448,159
4,26,Qwen:32B,448,159
5,26,Qwen:32B,448,107
6,26,Qwen:32B,448,107
7,26,Qwen:32B,448,107
8,26,Qwen:32B,448,107
9,26,Qwen:32B,448,159
10,26,Qwen:32B,448,107
11,26,Qwen:32B,448,159
12,26,Qwen:32B,448,107
13,26,Qwen:32B,448,159
14,26,Qwen:32B,448,107
15,26,Qwen:32B,448,159
16,26,Qwen:32B,448,107
17,26,Qwen:32B,448,107
18,26,Qwen:32B,448,159
19,26,Qwen:32B,448,107
20,26,Qwen:32B,448,159
21,26,Qwen:32B,448,159
22,26,Qwen:32B,448,159
23,26,Qwen:32B,448,159
24,26,Qwen:32B,448,107
25,26,Qwen:32B,448,159
26,26,Qwen:32B,448,107
27,26,Qwen:32B,448,107
28,26,Qwen:32B,448,159
29,26,Qwen:32B,448,159
30,26,Qwen:32B,448,159
31,26,Qwen:32B,448,107
32,26,Qwen:32B,448,159
33,26,Qwen:32B,448,159
34,26,Qwen:32B,448,159
35,26,Qwen:32B,448,159
36,26,Qwen:32B,448,159
37,26,Qwen:32B,448,159
38,26,Qwen:32B,448,159
39,26,Qwen:32B,448,107
40,26,Qwen:32B,448,159
41,26,Qwen:32B,448,159
42,26,Qwen:32B,448,159
43,26,Qwen:32B,448,159
44,26,Qwen:32B,448,159
45,26,Qwen:32B,448,159
46,26,Qwen:32B,448,159
47,26,Qwen:32B,448,159
48,26,Qwen:32B,448,159
49,26,Qwen:32B,448,107
50,26,Qwen:32B,448,159
1,27,Qwen:32B,481,211
2,27,Qwen:32B,481,211
3,27,Qwen:32B,481,211
4,27,Qwen:32B,481,193
5,27,Qwen:32B,481,193
6,27,Qwen:32B,481,211
7,27,Qwen:32B,481,211
8,27,Qwen:32B,481,211
9,27,Qwen:32B,481,211
10,27,Qwen:32B,481,211
11,27,Qwen:32B,481,211
12,27,Qwen:32B,481,211
13,27,Qwen:32B,481,215
14,27,Qwen:32B,481,215
15,27,Qwen:32B,481,215
16,27,Qwen:32B,481,211
17,27,Qwen:32B,481,211
18,27,Qwen:32B,481,211
19,27,Qwen:32B,481,211
20,27,Qwen:32B,481,211
21,27,Qwen:32B,481,211
22,27,Qwen:32B,481,215
23,27,Qwen:32B,481,211
24,27,Qwen:32B,481,193
25,27,Qwen:32B,481,-179
26,27,Qwen:32B,481,211
27,27,Qwen:32B,481,211
28,27,Qwen:32B,481,211
29,27,Qwen:32B,481,211
30,27,Qwen:32B,481,211
31,27,Qwen:32B,481,211
32,27,Qwen:32B,481,193
33,27,Qwen:32B,481,211
34,27,Qwen:32B,481,211
35,27,Qwen:32B,481,211
36,27,Qwen:32B,481,211
37,27,Qwen:32B,481,211
38,27,Qwen:32B,481,193
39,27,Qwen:32B,481,211
40,27,Qwen:32B,481,211
41,27,Qwen:32B,481,211
42,27,Qwen:32B,481,211
43,27,Qwen:32B,481,193
44,27,Qwen:32B,481,211
45,27,Qwen:32B,481,211
46,27,Qwen:32B,481,211
47,27,Qwen:32B,481,211
48,27,Qwen:32B,481,211
49,27,Qwen:32B,481,211
50,27,Qwen:32B,481,211
1,28,Qwen:32B,178,65
2,28,Qwen:32B,178,124
3,28,Qwen:32B,178,124
4,28,Qwen:32B,178,124
5,28,Qwen:32B,178,124
6,28,Qwen:32B,178,124
7,28,Qwen:32B,178,65
8,28,Qwen:32B,178,124
9,28,Qwen:32B,178,124
10,28,Qwen:32B,178,124
11,28,Qwen:32B,178,124
12,28,Qwen:32B,178,124
13,28,Qwen:32B,178,124
14,28,Qwen:32B,178,124
15,28,Qwen:32B,178,124
16,28,Qwen:32B,178,124
17,28,Qwen:32B,178,124
18,28,Qwen:32B,178,124
19,28,Qwen:32B,178,124
20,28,Qwen:32B,178,124
21,28,Qwen:32B,178,124
22,28,Qwen:32B,178,124
23,28,Qwen:32B,178,124
24,28,Qwen:32B,178,124
25,28,Qwen:32B,178,124
26,28,Qwen:32B,178,124
27,28,Qwen:32B,178,65
28,28,Qwen:32B,178,124
29,28,Qwen:32B,178,124
30,28,Qwen:32B,178,65
31,28,Qwen:32B,178,124
32,28,Qwen:32B,178,124
33,28,Qwen:32B,178,124
34,28,Qwen:32B,178,124
35,28,Qwen:32B,178,65
36,28,Qwen:32B,178,124
37,28,Qwen:32B,178,124
38,28,Qwen:32B,178,124
39,28,Qwen:32B,178,65
40,28,Qwen:32B,178,124
41,28,Qwen:32B,178,124
42,28,Qwen:32B,178,65
43,28,Qwen:32B,178,124
44,28,Qwen:32B,178,124
45,28,Qwen:32B,178,124
46,28,Qwen:32B,178,124
47,28,Qwen:32B,178,124
48,28,Qwen:32B,178,65
49,28,Qwen:32B,178,124
50,28,Qwen:32B,178,124
1,29,Qwen:32B,475,132
2,29,Qwen:32B,475,132
3,29,Qwen:32B,475,132
4,29,Qwen:32B,475,132
5,29,Qwen:32B,475,132
6,29,Qwen:32B,475,210
7,29,Qwen:32B,475,210
8,29,Qwen:32B,475,210
9,29,Qwen:32B,475,210
10,29,Qwen:32B,475,132
11,29,Qwen:32B,475,132
12,29,Qwen:32B,475,132
13,29,Qwen:32B,475,132
14,29,Qwen:32B,475,132
15,29,Qwen:32B,475,132
16,29,Qwen:32B,475,132
17,29,Qwen:32B,475,210
18,29,Qwen:32B,475,132
19,29,Qwen:32B,475,132
20,29,Qwen:32B,475,132
21,29,Qwen:32B,475,132
22,29,Qwen:32B,475,210
23,29,Qwen:32B,475,132
24,29,Qwen:32B,475,132
25,29,Qwen:32B,475,210
26,29,Qwen:32B,475,210
27,29,Qwen:32B,475,132
28,29,Qwen:32B,475,210
29,29,Qwen:32B,475,210
30,29,Qwen:32B,475,210
31,29,Qwen:32B,475,132
32,29,Qwen:32B,475,132
33,29,Qwen:32B,475,132
34,29,Qwen:32B,475,132
35,29,Qwen:32B,475,210
36,29,Qwen:32B,475,132
37,29,Qwen:32B,475,132
38,29,Qwen:32B,475,210
39,29,Qwen:32B,475,210
40,29,Qwen:32B,475,132
41,29,Qwen:32B,475,132
42,29,Qwen:32B,475,132
43,29,Qwen:32B,475,132
44,29,Qwen:32B,475,132
45,29,Qwen:32B,475,132
46,29,Qwen:32B,475,132
47,29,Qwen:32B,475,210
48,29,Qwen:32B,475,210
49,29,Qwen:32B,475,132
50,29,Qwen:32B,475,132
1,30,Qwen:32B,162,113
2,30,Qwen:32B,162,113
3,30,Qwen:32B,162,113
4,30,Qwen:32B,162,113
5,30,Qwen:32B,162,113
6,30,Qwen:32B,162,113
7,30,Qwen:32B,162,-23
8,30,Qwen:32B,162,-23
9,30,Qwen:32B,162,-23
10,30,Qwen:32B,162,-23
11,30,Qwen:32B,162,-23
12,30,Qwen:32B,162,113
13,30,Qwen:32B,162,113
14,30,Qwen:32B,162,113
15,30,Qwen:32B,162,113
16,30,Qwen:32B,162,113
17,30,Qwen:32B,162,-23
18,30,Qwen:32B,162,-23
19,30,Qwen:32B,162,113
20,30,Qwen:32B,162,113
21,30,Qwen:32B,162,-23
22,30,Qwen:32B,162,113
23,30,Qwen:32B,162,113
24,30,Qwen:32B,162,-23
25,30,Qwen:32B,162,-23
26,30,Qwen:32B,162,113
27,30,Qwen:32B,162,113
28,30,Qwen:32B,162,113
29,30,Qwen:32B,162,113
30,30,Qwen:32B,162,113
31,30,Qwen:32B,162,-23
32,30,Qwen:32B,162,113
33,30,Qwen:32B,162,113
34,30,Qwen:32B,162,113
35,30,Qwen:32B,162,113
36,30,Qwen:32B,162,113
37,30,Qwen:32B,162,113
38,30,Qwen:32B,162,113
39,30,Qwen:32B,162,113
40,30,Qwen:32B,162,113
41,30,Qwen:32B,162,-23
42,30,Qwen:32B,162,-23
43,30,Qwen:32B,162,113
44,30,Qwen:32B,162,-23
45,30,Qwen:32B,162,-23
46,30,Qwen:32B,162,-23
47,30,Qwen:32B,162,113
48,30,Qwen:32B,162,113
49,30,Qwen:32B,162,-23
50,30,Qwen:32B,162,113
1,31,Qwen:32B,624,-27
2,31,Qwen:32B,624,-27
3,31,Qwen:32B,624,-27
4,31,Qwen:32B,624,-27
5,31,Qwen:32B,624,-27
6,31,Qwen:32B,624,-27
7,31,Qwen:32B,624,237
8,31,Qwen:32B,624,237
9,31,Qwen:32B,624,-27
10,31,Qwen:32B,624,-27
11,31,Qwen:32B,624,237
12,31,Qwen:32B,624,-27
13,31,Qwen:32B,624,237
14,31,Qwen:32B,624,-27
15,31,Qwen:32B,624,-27
16,31,Qwen:32B,624,-27
17,31,Qwen:32B,624,-27
18,31,Qwen:32B,624,237
19,31,Qwen:32B,624,-27
20,31,Qwen:32B,624,237
21,31,Qwen:32B,624,-27
22,31,Qwen:32B,624,237
23,31,Qwen:32B,624,-27
24,31,Qwen:32B,624,237
25,31,Qwen:32B,624,-27
26,31,Qwen:32B,624,-27
27,31,Qwen:32B,624,-27
28,31,Qwen:32B,624,-27
29,31,Qwen:32B,624,-27
30,31,Qwen:32B,624,-27
31,31,Qwen:32B,624,-27
32,31,Qwen:32B,624,-27
33,31,Qwen:32B,624,-27
34,31,Qwen:32B,624,-27
35,31,Qwen:32B,624,-27
36,31,Qwen:32B,624,237
37,31,Qwen:32B,624,-27
38,31,Qwen:32B,624,-27
39,31,Qwen:32B,624,-27
40,31,Qwen:32B,624,-27
41,31,Qwen:32B,624,237
42,31,Qwen:32B,624,237
43,31,Qwen:32B,624,-27
44,31,Qwen:32B,624,-27
45,31,Qwen:32B,624,-27
46,31,Qwen:32B,624,-27
47,31,Qwen:32B,624,-27
48,31,Qwen:32B,624,-27
49,31,Qwen:32B,624,-27
50,31,Qwen:32B,624,-27
1,32,Qwen:32B,523,194
2,32,Qwen:32B,523,194
3,32,Qwen:32B,523,195
4,32,Qwen:32B,523,194
5,32,Qwen:32B,523,195
6,32,Qwen:32B,523,195
7,32,Qwen:32B,523,194
8,32,Qwen:32B,523,195
9,32,Qwen:32B,523,195
10,32,Qwen:32B,523,195
11,32,Qwen:32B,523,194
12,32,Qwen:32B,523,194
13,32,Qwen:32B,523,195
14,32,Qwen:32B,523,195
15,32,Qwen:32B,523,194
16,32,Qwen:32B,523,195
17,32,Qwen:32B,523,195
18,32,Qwen:32B,523,194
19,32,Qwen:32B,523,194
20,32,Qwen:32B,523,195
21,32,Qwen:32B,523,194
22,32,Qwen:32B,523,194
23,32,Qwen:32B,523,194
24,32,Qwen:32B,523,195
25,32,Qwen:32B,523,194
26,32,Qwen:32B,523,194
27,32,Qwen:32B,523,195
28,32,Qwen:32B,523,194
29,32,Qwen:32B,523,194
30,32,Qwen:32B,523,195
31,32,Qwen:32B,523,195
32,32,Qwen:32B,523,195
33,32,Qwen:32B,523,194
34,32,Qwen:32B,523,194
35,32,Qwen:32B,523,195
36,32,Qwen:32B,523,195
37,32,Qwen:32B,523,195
38,32,Qwen:32B,523,195
39,32,Qwen:32B,523,195
40,32,Qwen:32B,523,195
41,32,Qwen:32B,523,194
42,32,Qwen:32B,523,194
43,32,Qwen:32B,523,194
44,32,Qwen:32B,523,194
45,32,Qwen:32B,523,195
46,32,Qwen:32B,523,195
47,32,Qwen:32B,523,195
48,32,Qwen:32B,523,195
49,32,Qwen:32B,523,195
50,32,Qwen:32B,523,194
1,33,Qwen:32B,163,130
2,33,Qwen:32B,163,130
3,33,Qwen:32B,163,71
4,33,Qwen:32B,163,71
5,33,Qwen:32B,163,71
6,33,Qwen:32B,163,71
7,33,Qwen:32B,163,71
8,33,Qwen:32B,163,71
9,33,Qwen:32B,163,71
10,33,Qwen:32B,163,130
11,33,Qwen:32B,163,71
12,33,Qwen:32B,163,71
13,33,Qwen:32B,163,130
14,33,Qwen:32B,163,71
15,33,Qwen:32B,163,71
16,33,Qwen:32B,163,130
17,33,Qwen:32B,163,71
18,33,Qwen:32B,163,130
19,33,Qwen:32B,163,71
20,33,Qwen:32B,163,130
21,33,Qwen:32B,163,130
22,33,Qwen:32B,163,71
23,33,Qwen:32B,163,71
24,33,Qwen:32B,163,130
25,33,Qwen:32B,163,130
26,33,Qwen:32B,163,71
27,33,Qwen:32B,163,130
28,33,Qwen:32B,163,130
29,33,Qwen:32B,163,130
30,33,Qwen:32B,163,130
31,33,Qwen:32B,163,130
32,33,Qwen:32B,163,71
33,33,Qwen:32B,163,71
34,33,Qwen:32B,163,130
35,33,Qwen:32B,163,71
36,33,Qwen:32B,163,130
37,33,Qwen:32B,163,71
38,33,Qwen:32B,163,130
39,33,Qwen:32B,163,130
40,33,Qwen:32B,163,71
41,33,Qwen:32B,163,130
42,33,Qwen:32B,163,71
43,33,Qwen:32B,163,130
44,33,Qwen:32B,163,71
45,33,Qwen:32B,163,71
46,33,Qwen:32B,163,71
47,33,Qwen:32B,163,71
48,33,Qwen:32B,163,130
49,33,Qwen:32B,163,71
50,33,Qwen:32B,163,130
1,34,Qwen:32B,222,211
2,34,Qwen:32B,222,136
3,34,Qwen:32B,222,136
4,34,Qwen:32B,222,136
5,34,Qwen:32B,222,136
6,34,Qwen:32B,222,211
7,34,Qwen:32B,222,136
8,34,Qwen:32B,222,211
9,34,Qwen:32B,222,211
10,34,Qwen:32B,222,211
11,34,Qwen:32B,222,211
12,34,Qwen:32B,222,211
13,34,Qwen:32B,222,211
14,34,Qwen:32B,222,211
15,34,Qwen:32B,222,136
16,34,Qwen:32B,222,136
17,34,Qwen:32B,222,136
18,34,Qwen:32B,222,136
19,34,Qwen:32B,222,211
20,34,Qwen:32B,222,136
21,34,Qwen:32B,222,211
22,34,Qwen:32B,222,136
23,34,Qwen:32B,222,136
24,34,Qwen:32B,222,211
25,34,Qwen:32B,222,136
26,34,Qwen:32B,222,211
27,34,Qwen:32B,222,211
28,34,Qwen:32B,222,136
29,34,Qwen:32B,222,211
30,34,Qwen:32B,222,136
31,34,Qwen:32B,222,136
32,34,Qwen:32B,222,136
33,34,Qwen:32B,222,211
34,34,Qwen:32B,222,136
35,34,Qwen:32B,222,211
36,34,Qwen:32B,222,136
37,34,Qwen:32B,222,211
38,34,Qwen:32B,222,211
39,34,Qwen:32B,222,136
40,34,Qwen:32B,222,136
41,34,Qwen:32B,222,211
42,34,Qwen:32B,222,136
43,34,Qwen:32B,222,136
44,34,Qwen:32B,222,136
45,34,Qwen:32B,222,136
46,34,Qwen:32B,222,211
47,34,Qwen:32B,222,136
48,34,Qwen:32B,222,211
49,34,Qwen:32B,222,136
50,34,Qwen:32B,222,136
1,35,Qwen:32B,117,11
2,35,Qwen:32B,117,11
3,35,Qwen:32B,117,11
4,35,Qwen:32B,117,11
5,35,Qwen:32B,117,63
6,35,Qwen:32B,117,63
7,35,Qwen:32B,117,63
8,35,Qwen:32B,117,11
9,35,Qwen:32B,117,11
10,35,Qwen:32B,117,63
11,35,Qwen:32B,117,63
12,35,Qwen:32B,117,63
13,35,Qwen:32B,117,63
14,35,Qwen:32B,117,63
15,35,Qwen:32B,117,63
16,35,Qwen:32B,117,63
17,35,Qwen:32B,117,63
18,35,Qwen:32B,117,63
19,35,Qwen:32B,117,63
20,35,Qwen:32B,117,11
21,35,Qwen:32B,117,11
22,35,Qwen:32B,117,63
23,35,Qwen:32B,117,11
24,35,Qwen:32B,117,63
25,35,Qwen:32B,117,63
26,35,Qwen:32B,117,11
27,35,Qwen:32B,117,11
28,35,Qwen:32B,117,11
29,35,Qwen:32B,117,11
30,35,Qwen:32B,117,63
